PersonId,PersonName,PersonAge,CityId
4399  ,Ingrid Ordoñez     ,24 ,9
4400  ,Carl Matamoros      ,85 ,5
4401  ,Michael López      ,51 ,9
4402  ,Elne Rodriguez      ,13 ,2
4403  ,Erick Sosa          ,54 ,5
4404  ,Alex Sosa           ,37 ,3
4405  ,Danilo Matamoros    ,88 ,2
4406  ,Carl Matamoros      ,2  ,8
4407  ,Elne Martínez      ,45 ,3
4408  ,Ricardo Pinto       ,28 ,2
4409  ,Osman Chirinos      ,63 ,7
4410  ,Danilo Santos       ,101,9
4411  ,Marcela Figueroa    ,60 ,9
4412  ,Elne Soto           ,52 ,4
4413  ,Francisco Nuñez    ,29 ,6
4414  ,Laura Sosa          ,84 ,3
4415  ,Alex Matamoros      ,42 ,5
4416  ,Carlos Gómez       ,67 ,2
4417  ,David Portillo      ,101,7
4418  ,Manuel Parker       ,65 ,9
4419  ,Mary Parker         ,17 ,7
4420  ,Michell Ordoñez    ,9  ,3
4421  ,Luis Borjas         ,5  ,3
4422  ,Dennis Velásquez   ,4  ,6
4423  ,Laura Gonzalez      ,79 ,8
4424  ,Alex Mendoza        ,57 ,9
4425  ,Andrea Grito        ,19 ,7
4426  ,Michael Kempe       ,33 ,9
4427  ,Michell Gómez      ,78 ,1
4428  ,Alex Euceda         ,46 ,8
4429  ,Ingrid López       ,72 ,4
4430  ,Ricardo Figueroa    ,48 ,8
4431  ,Leonardo Villela    ,33 ,2
4432  ,Ana Ordoñez        ,31 ,6
4433  ,Reynod Parker       ,63 ,1
4434  ,Jean Carlo Ordoñez ,71 ,9
4435  ,Tania Andino        ,99 ,7
4436  ,Francisco Rovelo    ,104,7
4437  ,Leonardo Vargas     ,9  ,2
4438  ,Marcela Portillo    ,98 ,3
4439  ,Tania Santos        ,90 ,5
4440  ,Laura Portillo      ,82 ,8
4441  ,Marcela Rojas       ,72 ,8
4442  ,Franklin Galo       ,11 ,4
4443  ,Juan Luis Kempe     ,22 ,7
4444  ,Marcela Soto        ,89 ,7
4445  ,Alejandra Andino    ,79 ,1
4446  ,Carl Rovelo         ,83 ,6
4447  ,Tania Figueroa      ,62 ,7
4448  ,Melvin Grito        ,35 ,8
4449  ,Leonardo Suazo      ,107,5
4450  ,Carl Luque          ,26 ,5
4451  ,Leandro Varela      ,66 ,1
4452  ,Alex Euceda         ,85 ,9
4453  ,Melvin Kempe        ,84 ,6
4454  ,David Velásquez    ,42 ,1
4455  ,Diego Santos        ,109,4
4456  ,Gerardo Portillo    ,18 ,7
4457  ,Francisco Soto      ,42 ,8
4458  ,Osman Matamoros     ,69 ,6
4459  ,Ricardo Rovelo      ,51 ,8
4460  ,Diego Euceda        ,19 ,8
4461  ,Alex Varela         ,100,3
4462  ,Michell Galo        ,37 ,5
4463  ,Ricardo Gómez      ,76 ,6
4464  ,Jean Carlo Euceda   ,73 ,7
4465  ,Oswaldo Sánchez    ,21 ,5
4466  ,Osman Matamoros     ,6  ,2
4467  ,David Gómez        ,9  ,4
4468  ,Michael Chirinos    ,84 ,9
4469  ,Josue Chirinos      ,37 ,9
4470  ,Ana Santos          ,104,1
4471  ,Melvin Gómez       ,48 ,9
4472  ,Francisco Figueroa  ,106,2
4473  ,Francisco Tabora    ,61 ,4
4474  ,Francisco Villela   ,31 ,9
4475  ,Enrique Chirinos    ,100,4
4476  ,Lester Guevara      ,96 ,3
4477  ,Manuel Matamoros    ,91 ,9
4478  ,Elne Gonzalez       ,95 ,1
4479  ,Alex Andino         ,65 ,3
4480  ,Gerardo Parker      ,94 ,3
4481  ,Franklin Grito      ,98 ,4
4482  ,Marcela Kempe       ,8  ,9
4483  ,Erick Portillo      ,23 ,2
4484  ,Carl Figueroa       ,73 ,9
4485  ,Michell Nuñez      ,83 ,7
4486  ,Gerardo Vargas      ,56 ,9
4487  ,David Soto          ,25 ,8
4488  ,Ana Rojas           ,64 ,9
4489  ,Ingrid Borjas       ,60 ,7
4490  ,Carl Vargas         ,42 ,4
4491  ,Nohelia Soto        ,95 ,1
4492  ,Carl Soto           ,60 ,5
4493  ,Nohelia Sosa        ,110,9
4494  ,Andrea Soto         ,80 ,9
4495  ,Ricardo Euceda      ,87 ,5
4496  ,Danilo Soto         ,90 ,6
4497  ,Leonardo Mendoza    ,3  ,5
4498  ,Leandro Varela      ,20 ,1
4499  ,Alejandra Parker    ,14 ,6
4500  ,Leonardo Nuñez     ,75 ,9
4501  ,Manuel Sosa         ,16 ,8
4502  ,Tania Gonzalez      ,16 ,2
4503  ,Dennis Sosa         ,63 ,4
4504  ,Carlos Tabora       ,12 ,7
4505  ,Franklin Ordoñez   ,60 ,7
4506  ,Ingrid Rovelo       ,46 ,2
4507  ,Tania Euceda        ,94 ,2
4508  ,Reynod López       ,74 ,9
4509  ,Carlos Velásquez   ,5  ,2
4510  ,Ingrid Villela      ,90 ,8
4511  ,Osman Borjas        ,11 ,6
4512  ,Leonardo Tabora     ,24 ,8
4513  ,Erick Bocanegra     ,16 ,1
4514  ,Francisco Escobar   ,16 ,7
4515  ,Francisco Kempe     ,67 ,6
4516  ,Daniel Varela       ,84 ,9
4517  ,Daniel Padgett      ,52 ,7
4518  ,Osman Andino        ,26 ,9
4519  ,Ana Padgett         ,70 ,7
4520  ,Omar Rodriguez      ,85 ,1
4521  ,Elne Tabora         ,3  ,4
4522  ,Oswaldo Varela      ,68 ,8
4523  ,Richard Matamoros   ,36 ,5
4524  ,Oswaldo Portillo    ,73 ,2
4525  ,Michell Santos      ,55 ,1
4526  ,Richard Andino      ,59 ,7
4527  ,Iliana Velásquez   ,4  ,7
4528  ,Francisco Galo      ,82 ,9
4529  ,Richard Galo        ,23 ,8
4530  ,Erick López        ,107,8
4531  ,Luis Martínez      ,75 ,1
4532  ,Laura Rodriguez     ,89 ,1
4533  ,Diego Kempe         ,84 ,9
4534  ,Carlos Mejía       ,59 ,1
4535  ,David Gonzalez      ,71 ,9
4536  ,Josue Parker        ,96 ,3
4537  ,Diego Rodriguez     ,22 ,4
4538  ,Andrea Galeano      ,39 ,3
4539  ,Marcela Ordoñez    ,76 ,2
4540  ,Carl Mejía         ,109,5
4541  ,Melvin Galo         ,82 ,2
4542  ,Elne Matamoros      ,62 ,9
4543  ,Tania Grito         ,44 ,4
4544  ,Luis Guevara        ,20 ,5
4545  ,Marcela Suazo       ,109,1
4546  ,Enrique Mendoza     ,34 ,1
4547  ,Iliana Parker       ,12 ,9
4548  ,Lester Portillo     ,95 ,1
4549  ,Reynod Borjas       ,33 ,5
4550  ,Miguel Borjas       ,57 ,1
4551  ,Carlos Gómez       ,83 ,1
4552  ,Melvin Luque        ,69 ,5
4553  ,Diego Rojas         ,33 ,9
4554  ,David Galo          ,7  ,6
4555  ,Michell Matamoros   ,30 ,7
4556  ,Manuel Villela      ,20 ,3
4557  ,Oswaldo Escobar     ,61 ,8
4558  ,Francisco Suazo     ,68 ,5
4559  ,Osman Mejía        ,80 ,6
4560  ,Alejandra Varela    ,38 ,9
4561  ,Luis Suazo          ,36 ,9
4562  ,Daniel López       ,29 ,3
4563  ,Marcela Galeano     ,102,1
4564  ,Gerardo Grito       ,90 ,4
4565  ,Reynod Galo         ,85 ,5
4566  ,Elne Gómez         ,104,2
4567  ,Carlos Galeano      ,8  ,5
4568  ,Melvin Grito        ,26 ,5
4569  ,Franklin Parker     ,84 ,1
4570  ,Gerardo Grito       ,2  ,3
4571  ,Reynod Andino       ,66 ,6
4572  ,Dennis Mendoza      ,91 ,8
4573  ,Omar Luque          ,44 ,6
4574  ,Alex Chirinos       ,17 ,6
4575  ,Leonardo Mendoza    ,100,6
4576  ,Francisco Rovelo    ,84 ,2
4577  ,Reynod Padgett      ,1  ,1
4578  ,Francisco Villela   ,54 ,1
4579  ,Nohelia Tabora      ,13 ,9
4580  ,Francisco Padgett   ,92 ,5
4581  ,Laura Varela        ,65 ,9
4582  ,Leandro Andino      ,21 ,7
4583  ,Oswaldo Villela     ,96 ,2
4584  ,Dennis Figueroa     ,4  ,9
4585  ,Danilo Grito        ,92 ,6
4586  ,Jean Carlo Velásque,84 ,2
4587  ,Juan Luis Bocanegra ,1  ,7
4588  ,David Rojas         ,25 ,7
4589  ,Francisco Borjas    ,93 ,7
4590  ,Ricardo Velásquez  ,87 ,7
4591  ,Laura Sosa          ,42 ,8
4592  ,Alejandra Grito     ,42 ,7
4593  ,Mary Grito          ,83 ,7
4594  ,Marcela Andino      ,98 ,2
4595  ,Diego Escobar       ,56 ,7
4596  ,Tania Luque         ,90 ,8
4597  ,Lester Escobar      ,59 ,6
4598  ,Ingrid Escobar      ,37 ,3
4599  ,Marcela Andino      ,29 ,1
4600  ,Ana Galeano         ,12 ,0
4601  ,Juan Luis Borjas    ,80 ,7
4602  ,Michael Mendoza     ,52 ,9
4603  ,Manuel Gonzalez     ,2  ,8
4604  ,Juan Luis Figueroa  ,106,2
4605  ,Lester Parker       ,42 ,2
4606  ,Juan Luis Rodriguez ,35 ,7
4607  ,Nohelia Escobar     ,5  ,9
4608  ,Melvin Pinto        ,93 ,5
4609  ,Michael Rovelo      ,38 ,4
4610  ,Daniel Guevara      ,48 ,2
4611  ,Oswaldo Martínez   ,106,9
4612  ,Francisco Parker    ,77 ,6
4613  ,Iliana Luque        ,89 ,1
4614  ,Miguel Tabora       ,34 ,3
4615  ,Franklin Galeano    ,58 ,6
4616  ,Enrique Rodriguez   ,98 ,7
4617  ,Daniel Villela      ,99 ,8
4618  ,Iliana Chirinos     ,63 ,4
4619  ,Josue Villela       ,7  ,8
4620  ,Ricardo Velásquez  ,63 ,8
4621  ,Leonardo Parker     ,71 ,1
4622  ,Alex Rodriguez      ,26 ,4
4623  ,Oswaldo Gonzalez    ,48 ,1
4624  ,Manuel Padgett      ,107,5
4625  ,Alex Vargas         ,92 ,9
4626  ,Marcela Rodriguez   ,100,5
4627  ,Osman Euceda        ,69 ,2
4628  ,Enrique Villela     ,65 ,6
4629  ,Andrea Pinto        ,34 ,3
4630  ,Franklin Villela    ,47 ,4
4631  ,Manuel Borjas       ,72 ,9
4632  ,Luis Padgett        ,52 ,3
4633  ,Luis Rodriguez      ,49 ,4
4634  ,Juan Luis Mejía    ,50 ,8
4635  ,Andrea Rovelo       ,62 ,7
4636  ,Erick Chirinos      ,44 ,3
4637  ,Tania Varela        ,4  ,6
4638  ,Reynod Borjas       ,12 ,3
4639  ,Oswaldo Parker      ,26 ,6
4640  ,Francisco Guevara   ,35 ,1
4641  ,Oswaldo Pinto       ,76 ,3
4642  ,Ingrid Bocanegra    ,32 ,1
4643  ,Reynod Euceda       ,30 ,9
4644  ,David Euceda        ,36 ,4
4645  ,David Velásquez    ,37 ,2
4646  ,Enrique Vargas      ,78 ,9
4647  ,Ricardo Martínez   ,4  ,5
4648  ,Enrique Sosa        ,9  ,9
4649  ,Marcela Pinto       ,104,0
4650  ,Omar Gonzalez       ,47 ,6
4651  ,Enrique Santos      ,94 ,4
4652  ,Michael Ordoñez    ,11 ,6
4653  ,Andrea Suazo        ,34 ,7
4654  ,Luis Bocanegra      ,61 ,7
4655  ,Alejandra Rojas     ,8  ,1
4656  ,Michell Villela     ,87 ,4
4657  ,Manuel Varela       ,105,1
4658  ,Alex Rovelo         ,30 ,4
4659  ,Omar Padgett        ,89 ,4
4660  ,Iliana Mendoza      ,3  ,5
4661  ,Leonardo Nuñez     ,74 ,5
4662  ,Tania Tabora        ,29 ,4
4663  ,Leonardo Padgett    ,72 ,1
4664  ,Leandro Escobar     ,2  ,1
4665  ,Carlos Sánchez     ,54 ,9
4666  ,Marcela Parker      ,86 ,6
4667  ,Lester López       ,38 ,3
4668  ,Jean Carlo Galo     ,4  ,5
4669  ,Reynod Figueroa     ,93 ,5
4670  ,Richard Santos      ,28 ,1
4671  ,Marcela Parker      ,85 ,7
4672  ,Carl Figueroa       ,7  ,6
4673  ,Andrea Soto         ,45 ,1
4674  ,Diego Escobar       ,88 ,1
4675  ,Jean Carlo Ordoñez ,26 ,3
4676  ,Luis Villela        ,68 ,4
4677  ,Leandro Galeano     ,57 ,6
4678  ,Luis Gómez         ,38 ,7
4679  ,Elne Luque          ,88 ,9
4680  ,Enrique Bocanegra   ,67 ,8
4681  ,Luis Luque          ,38 ,3
4682  ,Gerardo Chirinos    ,18 ,5
4683  ,Ingrid Parker       ,64 ,4
4684  ,Michael López      ,79 ,6
4685  ,Nohelia Borjas      ,34 ,7
4686  ,Andrea Sánchez     ,90 ,8
4687  ,Ana Padgett         ,104,6
4688  ,Andrea Portillo     ,105,5
4689  ,Lester Portillo     ,74 ,1
4690  ,Elne Ordoñez       ,76 ,7
4691  ,Daniel Kempe        ,53 ,8
4692  ,Josue Varela        ,13 ,3
4693  ,Osman Vargas        ,109,7
4694  ,Ricardo Parker      ,89 ,3
4695  ,Enrique Padgett     ,75 ,4
4696  ,Ana Tabora          ,104,9
4697  ,Danilo Matamoros    ,3  ,4
4698  ,David López        ,69 ,2
4699  ,Ana Matamoros       ,108,7
4700  ,Francisco Borjas    ,82 ,2
4701  ,Diego Nuñez        ,20 ,2
4702  ,Nohelia Galeano     ,89 ,2
4703  ,David Galeano       ,21 ,8
4704  ,Omar Parker         ,109,7
4705  ,Carl López         ,83 ,2
4706  ,Melvin Ordoñez     ,99 ,4
4707  ,David Ordoñez      ,32 ,7
4708  ,Leonardo Rovelo     ,52 ,4
4709  ,Omar Galeano        ,105,9
4710  ,Mary Varela         ,102,3
4711  ,Leandro Chirinos    ,39 ,5
4712  ,Lester Martínez    ,28 ,3
4713  ,Carlos Escobar      ,75 ,6
4714  ,Richard Villela     ,80 ,9
4715  ,Reynod Tabora       ,109,4
4716  ,Daniel Mendoza      ,58 ,2
4717  ,Iliana Bocanegra    ,1  ,3
4718  ,David Rovelo        ,105,5
4719  ,Lester Guevara      ,27 ,7
4720  ,Daniel Suazo        ,25 ,8
4721  ,Enrique Parker      ,28 ,1
4722  ,Ingrid Vargas       ,13 ,7
4723  ,Luis Ordoñez       ,103,2
4724  ,Jean Carlo Velásque,73 ,1
4725  ,Francisco Ordoñez  ,69 ,8
4726  ,Leandro Borjas      ,98 ,9
4727  ,Daniel Suazo        ,5  ,9
4728  ,Mary Suazo          ,92 ,4
4729  ,Alejandra Escobar   ,68 ,7
4730  ,Tania Pinto         ,79 ,9
4731  ,Laura Matamoros     ,87 ,1
4732  ,Ana Grito           ,47 ,2
4733  ,Tania Suazo         ,43 ,8
4734  ,Ingrid Gonzalez     ,79 ,4
4735  ,Iliana Vargas       ,100,1
4736  ,Ingrid Escobar      ,10 ,8
4737  ,Iliana Rovelo       ,21 ,1
4738  ,Daniel Chirinos     ,46 ,2
4739  ,Carlos Varela       ,105,9
4740  ,Carl Suazo          ,84 ,5
4741  ,Ana Velásquez      ,97 ,9
4742  ,Franklin Gonzalez   ,69 ,9
4743  ,Marcela Sosa        ,100,4
4744  ,Alex Sánchez       ,2  ,2
4745  ,Erick Suazo         ,11 ,1
4746  ,Ricardo Padgett     ,7  ,5
4747  ,Diego Mejía        ,19 ,2
4748  ,Franklin Escobar    ,21 ,3
4749  ,David López        ,96 ,4
4750  ,Osman Velásquez    ,77 ,3
4751  ,Iliana Grito        ,66 ,7
4752  ,Gerardo Rodriguez   ,56 ,1
4753  ,Leandro Parker      ,20 ,3
4754  ,Omar Euceda         ,67 ,7
4755  ,Diego Tabora        ,66 ,2
4756  ,Manuel Velásquez   ,72 ,4
4757  ,Lester Escobar      ,104,2
4758  ,Osman Bocanegra     ,38 ,6
4759  ,Leonardo Gómez     ,18 ,5
4760  ,Enrique Padgett     ,98 ,4
4761  ,Marcela Villela     ,71 ,7
4762  ,Michell Rovelo      ,1  ,6
4763  ,Erick Borjas        ,34 ,7
4764  ,Osman Sánchez      ,9  ,9
4765  ,Gerardo Chirinos    ,7  ,2
4766  ,Michell Sosa        ,77 ,2
4767  ,Jean Carlo Santos   ,26 ,3
4768  ,Jean Carlo Parker   ,16 ,7
4769  ,Oswaldo Soto        ,11 ,3
4770  ,Laura Pinto         ,47 ,2
4771  ,Leonardo Santos     ,71 ,4
4772  ,Danilo Mendoza      ,55 ,6
4773  ,Manuel Parker       ,87 ,7
4774  ,Nohelia Santos      ,19 ,6
4775  ,David Varela        ,107,8
4776  ,Iliana Suazo        ,87 ,4
4777  ,Miguel Kempe        ,32 ,9
4778  ,Laura Mendoza       ,110,4
4779  ,Leandro Mejía      ,72 ,9
4780  ,Oswaldo Villela     ,80 ,5
4781  ,Tania Pinto         ,43 ,7
4782  ,Nohelia Gómez      ,25 ,3
4783  ,Reynod Mejía       ,37 ,5
4784  ,Reynod Galo         ,88 ,1
4785  ,Diego Rojas         ,88 ,8
4786  ,Manuel Escobar      ,98 ,4
4787  ,Luis Andino         ,110,3
4788  ,Ingrid Mendoza      ,10 ,8
4789  ,Josue Vargas        ,46 ,6
4790  ,Michael Martínez   ,24 ,2
4791  ,Andrea Figueroa     ,62 ,6
4792  ,Carlos Martínez    ,100,3
4793  ,Erick Villela       ,51 ,8
4794  ,Daniel Euceda       ,35 ,6
4795  ,Carl Martínez      ,79 ,7
4796  ,Leonardo López     ,54 ,4
4797  ,Alejandra Figueroa  ,50 ,9
4798  ,Oswaldo Nuñez      ,91 ,9
4799  ,Danilo Guevara      ,65 ,1
4800  ,Michell Nuñez      ,16 ,9
4801  ,Osman Velásquez    ,6  ,4
4802  ,Erick Rovelo        ,94 ,3
4803  ,Laura Matamoros     ,61 ,8
4804  ,Francisco Nuñez    ,52 ,3
4805  ,Alejandra Sánchez  ,3  ,3
4806  ,Oswaldo Galo        ,68 ,3
4807  ,Carl Guevara        ,107,2
4808  ,Josue Varela        ,51 ,5
4809  ,Melvin Borjas       ,45 ,3
4810  ,Luis Borjas         ,55 ,7
4811  ,Erick Rodriguez     ,94 ,7
4812  ,Ana Andino          ,1  ,4
4813  ,Ana Rojas           ,89 ,6
4814  ,Jean Carlo Varela   ,15 ,1
4815  ,Ricardo Varela      ,82 ,4
4816  ,Melvin Galo         ,110,3
4817  ,Tania Matamoros     ,66 ,9
4818  ,Melvin Guevara      ,2  ,5
4819  ,Francisco Padgett   ,50 ,7
4820  ,Erick Bocanegra     ,71 ,7
4821  ,Lester Galo         ,57 ,7
4822  ,Francisco Santos    ,40 ,6
4823  ,Enrique Ordoñez    ,48 ,3
4824  ,Melvin Santos       ,72 ,7
4825  ,Daniel Borjas       ,47 ,5
4826  ,Erick Nuñez        ,78 ,8
4827  ,Nohelia Galeano     ,62 ,3
4828  ,Gerardo Gonzalez    ,72 ,5
4829  ,Alejandra Euceda    ,103,2
4830  ,Lester Rodriguez    ,102,7
4831  ,Dennis Soto         ,43 ,7
4832  ,Erick Guevara       ,110,2
4833  ,Gerardo Pinto       ,34 ,8
4834  ,Miguel Bocanegra    ,49 ,4
4835  ,Carlos Rojas        ,37 ,9
4836  ,Francisco Sánchez  ,73 ,8
4837  ,Melvin Suazo        ,9  ,8
4838  ,Dennis Luque        ,77 ,8
4839  ,Erick Soto          ,25 ,8
4840  ,Jean Carlo Chirinos ,102,1
4841  ,Juan Luis Guevara   ,2  ,4
4842  ,Carlos Pinto        ,43 ,5
4843  ,Laura Vargas        ,21 ,9
4844  ,Iliana Gómez       ,104,2
4845  ,Ingrid Figueroa     ,54 ,7
4846  ,Osman Suazo         ,67 ,8
4847  ,Dennis Rojas        ,41 ,8
4848  ,Melvin Sánchez     ,108,2
4849  ,Michell Guevara     ,102,4
4850  ,Elne Mendoza        ,91 ,8
4851  ,Gerardo Tabora      ,28 ,8
4852  ,Jean Carlo Andino   ,47 ,1
4853  ,Diego Varela        ,67 ,6
4854  ,Omar Parker         ,79 ,3
4855  ,Gerardo Chirinos    ,48 ,1
4856  ,Laura Kempe         ,28 ,7
4857  ,Daniel Figueroa     ,15 ,9
4858  ,Manuel Rojas        ,3  ,4
4859  ,Franklin Sánchez   ,27 ,9
4860  ,Lester Galo         ,39 ,1
4861  ,Michael Luque       ,8  ,4
4862  ,Oswaldo Suazo       ,92 ,6
4863  ,Ricardo Grito       ,18 ,6
4864  ,Marcela Tabora      ,65 ,3
4865  ,Carl Andino         ,25 ,5
4866  ,Carlos Luque        ,14 ,9
4867  ,Franklin Soto       ,32 ,8
4868  ,Iliana Chirinos     ,96 ,3
4869  ,Enrique Sánchez    ,21 ,5
4870  ,Nohelia Rovelo      ,50 ,1
4871  ,Diego Martínez     ,27 ,8
4872  ,Ricardo Nuñez      ,8  ,5
4873  ,Carlos Figueroa     ,42 ,1
4874  ,Iliana Ordoñez     ,80 ,9
4875  ,David Ordoñez      ,9  ,2
4876  ,Josue Soto          ,46 ,4
4877  ,Danilo Matamoros    ,2  ,1
4878  ,Franklin Santos     ,39 ,7
4879  ,Alejandra Ordoñez  ,57 ,1
4880  ,Tania Rodriguez     ,59 ,7
4881  ,Mary Santos         ,17 ,4
4882  ,Jean Carlo Galeano  ,17 ,3
4883  ,Ingrid Grito        ,5  ,1
4884  ,Leandro Rovelo      ,24 ,7
4885  ,Daniel Villela      ,104,1
4886  ,Mary Matamoros      ,12 ,9
4887  ,Carlos Mejía       ,95 ,9
4888  ,Carlos Luque        ,52 ,1
4889  ,Alex Guevara        ,104,8
4890  ,Diego Kempe         ,10 ,5
4891  ,Josue Kempe         ,10 ,8
4892  ,Josue Pinto         ,77 ,1
4893  ,Leonardo Galo       ,2  ,5
4894  ,Richard Rojas       ,67 ,5
4895  ,Carlos Sosa         ,12 ,4
4896  ,Jean Carlo Sosa     ,89 ,7
4897  ,Jean Carlo Figueroa ,43 ,6
4898  ,David Galo          ,95 ,2
4899  ,Gerardo Andino      ,79 ,8
4900  ,Richard Ordoñez    ,21 ,2
4901  ,Juan Luis Rodriguez ,105,9
4902  ,Daniel Galeano      ,80 ,8
4903  ,Manuel Tabora       ,50 ,7
4904  ,Ricardo Galo        ,87 ,5
4905  ,Oswaldo Nuñez      ,9  ,8
4906  ,Reynod Suazo        ,38 ,8
4907  ,Alejandra Santos    ,92 ,3
4908  ,Tania Villela       ,58 ,6
4909  ,Ana Villela         ,82 ,8
4910  ,Danilo Villela      ,37 ,4
4911  ,David Chirinos      ,77 ,8
4912  ,Alex Luque          ,85 ,2
4913  ,Ingrid Martínez    ,84 ,3
4914  ,Osman Gonzalez      ,6  ,5
4915  ,Michael Pinto       ,15 ,9
4916  ,David Galo          ,100,6
4917  ,Elne Suazo          ,13 ,8
4918  ,Osman Sosa          ,43 ,4
4919  ,Erick Galo          ,15 ,5
4920  ,Daniel Euceda       ,36 ,3
4921  ,Michael Kempe       ,11 ,6
4922  ,Lester Mejía       ,94 ,7
4923  ,Leonardo Tabora     ,67 ,9
4924  ,Elne Bocanegra      ,41 ,9
4925  ,Michael Gómez      ,52 ,9
4926  ,Michael Escobar     ,21 ,4
4927  ,Carlos Varela       ,83 ,5
4928  ,Erick Soto          ,59 ,7
4929  ,Diego Velásquez    ,6  ,3
4930  ,Daniel Escobar      ,64 ,7
4931  ,Ana López          ,18 ,4
4932  ,Tania Martínez     ,45 ,5
4933  ,Andrea Galeano      ,67 ,2
4934  ,Josue Euceda        ,39 ,6
4935  ,Michell Escobar     ,19 ,7
4936  ,Danilo Andino       ,21 ,2
4937  ,Leonardo Villela    ,41 ,5
4938  ,Juan Luis Mejía    ,8  ,4
4939  ,Dennis Borjas       ,108,5
4940  ,Laura Sosa          ,94 ,5
4941  ,Ana Pinto           ,104,8
4942  ,David Suazo         ,65 ,6
4943  ,Oswaldo Guevara     ,27 ,2
4944  ,Luis Sánchez       ,65 ,2
4945  ,Marcela Rovelo      ,11 ,6
4946  ,Manuel Vargas       ,28 ,2
4947  ,Gerardo Nuñez      ,92 ,8
4948  ,Dennis Gómez       ,54 ,6
4949  ,Josue Martínez     ,52 ,6
4950  ,Luis Nuñez         ,79 ,3
4951  ,Elne Chirinos       ,74 ,1
4952  ,Osman Gómez        ,64 ,4
4953  ,Andrea Portillo     ,10 ,9
4954  ,Richard Sánchez    ,42 ,4
4955  ,Mary Figueroa       ,26 ,5
4956  ,Carlos Villela      ,51 ,1
4957  ,Lester Kempe        ,74 ,2
4958  ,Richard Vargas      ,34 ,4
4959  ,Juan Luis Velásquez,57 ,9
4960  ,Reynod Kempe        ,75 ,2
4961  ,Danilo Mejía       ,76 ,8
4962  ,Laura Vargas        ,15 ,3
4963  ,David Borjas        ,4  ,8
4964  ,Leandro Padgett     ,35 ,3
4965  ,Manuel Mendoza      ,83 ,2
4966  ,Juan Luis Sosa      ,43 ,3
4967  ,Alejandra Figueroa  ,88 ,9
4968  ,Elne Bocanegra      ,104,4
4969  ,Dennis Sánchez     ,80 ,3
4970  ,Iliana Varela       ,108,4
4971  ,Michell Pinto       ,91 ,8
4972  ,Richard Velásquez  ,67 ,4
4973  ,Carl Rojas          ,21 ,4
4974  ,Mary Sosa           ,94 ,6
4975  ,Carlos Santos       ,61 ,4
4976  ,Osman Matamoros     ,83 ,7
4977  ,Josue Martínez     ,72 ,9
4978  ,Dennis Tabora       ,89 ,9
4979  ,David Villela       ,75 ,6
4980  ,Tania Soto          ,96 ,2
4981  ,Richard Euceda      ,54 ,1
4982  ,Daniel Gómez       ,77 ,1
4983  ,Daniel López       ,86 ,6
4984  ,Reynod Varela       ,28 ,6
4985  ,Jean Carlo Pinto    ,54 ,1
4986  ,Nohelia Mejía      ,30 ,3
4987  ,Miguel Soto         ,29 ,6
4988  ,Alex López         ,84 ,9
4989  ,Josue Gómez        ,11 ,3
4990  ,Juan Luis Vargas    ,100,3
4991  ,Erick Sánchez      ,91 ,9
4992  ,Ricardo Luque       ,26 ,9
4993  ,Tania Escobar       ,85 ,3
4994  ,Juan Luis Sosa      ,51 ,6
4995  ,Andrea Guevara      ,83 ,9
4996  ,Nohelia Borjas      ,13 ,6
4997  ,Andrea Sosa         ,69 ,9
4998  ,Omar Suazo          ,75 ,1
4999  ,Tania Gómez        ,84 ,6
5000  ,Richard Santos      ,104,5
5001  ,Jean Carlo Galo     ,68 ,2
5002  ,Dennis Padgett      ,87 ,5
5003  ,Melvin Padgett      ,99 ,1
5004  ,Leonardo Portillo   ,50 ,8
5005  ,Elne Santos         ,93 ,6
5006  ,Omar Santos         ,9  ,8
5007  ,Omar Nuñez         ,7  ,2
5008  ,Elne Sosa           ,18 ,6
5009  ,Omar Tabora         ,85 ,8
5010  ,Carlos Andino       ,73 ,6
5011  ,Gerardo Portillo    ,8  ,1
5012  ,Miguel Parker       ,103,7
5013  ,Alex Vargas         ,47 ,7
5014  ,Tania Rovelo        ,57 ,1
5015  ,Andrea Martínez    ,108,4
5016  ,Laura Grito         ,24 ,9
5017  ,Juan Luis Villela   ,48 ,5
5018  ,Juan Luis López    ,77 ,9
5019  ,Josue Nuñez        ,14 ,1
5020  ,Oswaldo Grito       ,18 ,4
5021  ,Manuel Martínez    ,13 ,6
5022  ,Ricardo Grito       ,103,5
5023  ,Oswaldo Figueroa    ,107,3
5024  ,Erick Figueroa      ,10 ,6
5025  ,Osman Santos        ,49 ,5
5026  ,Osman Villela       ,43 ,8
5027  ,Lester Parker       ,56 ,5
5028  ,Ingrid Ordoñez     ,54 ,4
5029  ,Laura Andino        ,79 ,7
5030  ,Enrique Velásquez  ,17 ,8
5031  ,Luis Euceda         ,54 ,8
5032  ,Leandro Nuñez      ,33 ,6
5033  ,Leonardo Nuñez     ,34 ,7
5034  ,Manuel Martínez    ,61 ,5
5035  ,Alex Mendoza        ,44 ,9
5036  ,Osman Santos        ,45 ,9
5037  ,Leandro Suazo       ,41 ,2
5038  ,Richard Bocanegra   ,22 ,3
5039  ,Ingrid Sánchez     ,20 ,1
5040  ,Carlos Gonzalez     ,90 ,2
5041  ,Dennis Santos       ,91 ,2
5042  ,Michell Escobar     ,60 ,3
5043  ,David Gómez        ,24 ,8
5044  ,Richard Sosa        ,63 ,2
